item                                                         mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
age(OP535320|OP535320|MPXV_3008|Nigeria|2017-11)             5.543793 0.00021  0.023432 5.54575  5.5038   5.5808   56038.29 12492.34 5.543743
age(OP535321|OP535321|MPXV_2979|Nigeria|2017-10)             5.613815 0.000204 0.02338  5.60958  5.58082  5.65723  53087.28 13186.77 5.613766
age(OP535322|OP535322|MPXV_2958|Nigeria|2017-10)             5.626468 0.000212 0.024334 5.62819  5.58605  5.66575  53264.37 13142.92 5.626415
age(OP535323|OP535323|MPXV_2948|Nigeria|2017-10)             5.623041 0.000204 0.024149 5.6229   5.58362  5.66369  50000    14001    5.62299 
age(OP535324|OP535324|MPXV_5302|Nigeria|2018-02)             5.292215 0.000184 0.021816 5.29287  5.25666  5.32868  50000    14001    5.29217 
age(OP535325|OP535325|MPXV_5316|Nigeria|2018-06)             4.959335 0.0002   0.023635 4.95956  4.92201  4.99991  50000    14001    4.959279
age(OP535326|OP535326|MPXV_5315|Nigeria|2018-06)             4.960598 0.0002   0.023665 4.9616   4.92242  4.99996  50000    14001    4.960542
age(OP535327|OP535327|MPXV_5307|Nigeria|2018-03)             5.206991 0.000207 0.024457 5.20591  5.16715  5.24713  50000    14001    5.206933
age(OP535328|OP535328|MPXV_5306|Nigeria|2018-03)             5.210426 0.000208 0.024138 5.21085  5.17174  5.25186  52164.33 13420.08 5.21037 
age(OP535329|OP535329|MPXV_5305|Nigeria|2018-03)             5.210145 0.000205 0.024205 5.21003  5.17181  5.252    50000    14001    5.210089
age(OP535330|OP535330|MPXV_5301|Nigeria|2018-02)             5.291836 0.000186 0.021756 5.29257  5.2564   5.32872  51000.23 13726.40 5.291791
age(OP535331|OP535331|MPXV_5300|Nigeria|2018-01)             5.371216 0.000204 0.024123 5.37122  5.3327   5.41293  50000    14001    5.371162
age(OP535332|OP535332|MPXV_5232|Nigeria|2018-01)             5.37138  0.000206 0.024399 5.37116  5.33022  5.41072  50000    14001    5.371325
age(OP535333|OP535333|MPXV_5231|Nigeria|2018-01)             5.36277  0.000208 0.023295 5.35934  5.32878  5.40524  55583.49 12594.56 5.36272 
age(OP535334|OP535334|MPXV_5223|Nigeria|2018-02)             5.29391  0.000183 0.021644 5.29551  5.25779  5.32873  50000    14001    5.293865
age(OP535335|OP535335|MPXV_2947|Nigeria|2017-10)             5.623323 0.000207 0.02407  5.62325  5.58451  5.66475  51815.56 13510.42 5.623271
age(OP535336|OP535336|MPXV_2946|Nigeria|2017-10)             5.62817  0.000202 0.023862 5.63042  5.58727  5.66574  50000    14001    5.628119
age(OP535337|OP535337|MPXV_2945|Nigeria|2017-10)             5.625433 0.000207 0.024365 5.62664  5.58585  5.66563  50596.14 13836.03 5.62538 
age(OP535338|OP535338|MPXV_2944|Nigeria|2017-10)             5.622166 0.000207 0.024449 5.62158  5.58108  5.66136  50000    14001    5.622113
age(OP535339|OP535339|MPXV_2915|Nigeria|2017-10)             5.628265 0.000201 0.023826 5.63047  5.58739  5.66575  50000    14001    5.628214
age(OP535340|OP535340|MPXV_2888|Nigeria|2017-10)             5.61952  0.000216 0.024251 5.61794  5.58084  5.66002  55377.67 12641.37 5.619467
age(OP535341|OP535341|MPXV_2886|Nigeria|2017-10)             5.629201 0.000205 0.024255 5.63226  5.58723  5.66575  50000    14001    5.629149
age(OP605572|OP605572|MPXV-30|Slovenia|2022-07)              0.879386 0.000204 0.023855 0.882695 0.837058 0.915054 51186.44 13676.47 0.87906 
age(TRM283|unpub|TRM283|Nigeria|Ebonyi|2022)                 0.711286 0.002299 0.220211 0.666826 0.410993 1.13694  76274.34 9178.053 0.679716
age(TRM293|unpub|TRM293|Nigeria|Ebonyi|2022)                 0.66539  0.002407 0.208519 0.60744  0.410961 1.08165  93255.06 7506.830 0.636369
age(TRM330|unpub|TRM330|Nigeria|Ebonyi|2022)                 0.784335 0.002068 0.195817 0.786237 0.411174 1.11152  78066.57 8967.346 0.759078
age(VSP195|unpub|VSP195|Nigeria|Imo|2022)                    0.77196  0.002165 0.193423 0.760443 0.411795 1.11804  87727.25 7979.846 0.747782
age(VSP197|unpub|VSP197|Nigeria|Edo|2022)                    0.991128 0.003206 0.22426  1.01389  0.5554   1.40303  143071.2 4893.016 0.962235
age(VSP198|unpub|VSP198|Nigeria|Edo|2022)                    0.992193 0.00328  0.223883 1.01386  0.555239 1.38782  150230.9 4659.825 0.963554
age(VSP200|unpub|VSP200|Nigeria|Edo|2022)                    0.697852 0.000996 0.111536 0.702907 0.457126 0.916812 55834.06 12538.04 0.688678
treeLikelihood_really_logG                                   -278487. 1.736488 42.47112 -278487  -278573  -278408  1170268. 598.1962 NaN     
branchRates                                                  0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                                                   -570.182 0.365584 11.78904 -570.132 -593.33  -547.12  673202.1 1039.880 NaN     
